CarID,Brand,CarName,Year,Mileage_KM,Engine_CC,FuelType,Transmission,Horsepower,Price_USD
7940,Toyota,Camry,2020,124234,2000,Electric,Manual,100,45843
7941,Nissan,Rogue,2015,166657,1600,Hybrid,Automatic,155,34204
7942,Mercedes-Benz,C-Class,2024,21229,1000,Diesel,Automatic,358,68398
7943,Kia,Rio,2024,146507,1800,Hybrid,Manual,88,40347
7944,Kia,K5,2020,14211,1000,Petrol,Automatic,257,15287
7945,Honda,CR-V,2022,249120,1200,Diesel,Automatic,402,60761
7946,Tesla,Model Y,2015,188391,2500,Petrol,Manual,89,10800
7947,Nissan,Rogue,2022,126143,3000,Diesel,Manual,190,88455
7948,BMW,X3,2021,209099,1000,Hybrid,Automatic,79,29598
7949,Ford,Focus,2018,141101,2000,Petrol,Automatic,90,70245
7950,Tesla,Model Y,2020,70076,3000,Hybrid,Automatic,443,83249
7951,Ford,Escape,2022,92464,1200,Diesel,Automatic,389,73216
7952,Tesla,Model 3,2023,152367,1500,Petrol,Automatic,381,73473
7953,Kia,Rio,2018,22651,1600,Petrol,Manual,435,88574
7954,Nissan,Sentra,2018,159432,1800,Electric,Automatic,280,38962
7955,Honda,Accord,2016,146922,2500,Hybrid,Manual,410,19813
7956,Toyota,Corolla,2017,195946,2500,Electric,Manual,364,78951
7957,Honda,Civic,2020,46010,1600,Petrol,Manual,74,52502
7958,Ford,Escape,2016,224599,1600,Diesel,Manual,263,23841
7959,Tesla,Model 3,2019,39880,1000,Electric,Automatic,309,83539
7960,Audi,Q5,2023,5967,2000,Petrol,Manual,330,18508
7961,Ford,Fusion,2021,161447,3000,Petrol,Manual,84,28140
7962,Toyota,Camry,2023,86744,1600,Hybrid,Manual,393,83564
7963,Toyota,RAV4,2021,41597,1800,Hybrid,Automatic,126,16124
7964,Tesla,Model 3,2019,208338,2200,Hybrid,Automatic,346,47269
7965,Kia,K5,2022,92088,1200,Hybrid,Manual,145,20598
7966,Ford,Fusion,2016,194879,1200,Petrol,Manual,285,61503
7967,Nissan,Sentra,2025,69270,2000,Electric,Automatic,288,72818
7968,Nissan,Rogue,2017,11816,1000,Diesel,Manual,114,10099
7969,Mercedes-Benz,GLC,2024,148748,2200,Petrol,Manual,204,84685
7970,Ford,Fusion,2016,186499,1600,Petrol,Automatic,135,42112
7971,Tesla,Model S,2022,59021,1200,Petrol,Manual,104,63922
7972,Toyota,Corolla,2017,220085,1800,Petrol,Manual,332,22956
7973,Kia,K5,2018,47761,2000,Diesel,Manual,219,76674
7974,Mercedes-Benz,E-Class,2022,79766,2000,Hybrid,Automatic,113,65567
7975,Audi,A4,2019,230092,2200,Diesel,Automatic,362,63675
7976,Toyota,RAV4,2015,49710,3000,Petrol,Automatic,302,55882
7977,Kia,Sportage,2023,123347,1600,Hybrid,Manual,356,47285
7978,Nissan,Sentra,2022,138700,3000,Petrol,Automatic,315,28993
7979,Honda,Accord,2017,179478,1600,Electric,Automatic,259,62972
7980,Nissan,Rogue,2019,181023,3000,Diesel,Manual,418,24943
7981,Mercedes-Benz,GLC,2015,195354,1600,Hybrid,Automatic,109,12310
7982,Mercedes-Benz,E-Class,2016,57046,2000,Hybrid,Manual,128,74675
7983,Tesla,Model Y,2024,140355,2500,Hybrid,Automatic,293,16161
7984,Hyundai,Sonata,2018,40250,2500,Petrol,Automatic,139,32224
7985,Hyundai,Elantra,2024,79031,1200,Electric,Manual,70,18730
7986,Tesla,Model S,2023,126256,2500,Electric,Manual,213,64282
7987,Ford,Focus,2022,219990,1000,Electric,Automatic,351,86197
7988,Toyota,RAV4,2020,55648,3000,Diesel,Automatic,89,51006
7989,BMW,5 Series,2025,25391,2200,Diesel,Automatic,292,89059
7990,Kia,K5,2020,31650,1500,Petrol,Manual,273,42500
7991,Toyota,Camry,2019,118416,2500,Petrol,Manual,152,46782
7992,Nissan,Altima,2018,246090,3000,Hybrid,Manual,443,33650
7993,Hyundai,Elantra,2020,82296,1000,Hybrid,Automatic,355,13656
7994,Nissan,Sentra,2018,226889,2500,Diesel,Automatic,431,26267
7995,Tesla,Model S,2015,164257,2000,Petrol,Manual,262,51347
7996,Audi,A4,2019,170742,1800,Petrol,Automatic,292,23427
7997,Ford,Focus,2017,121804,2500,Petrol,Automatic,186,84785
7998,BMW,5 Series,2025,243692,1500,Petrol,Manual,177,17185
7999,Kia,Rio,2022,135487,1500,Petrol,Automatic,347,89865
8000,Ford,Fusion,2017,229367,1800,Petrol,Automatic,192,60040
8001,Mercedes-Benz,E-Class,2015,7588,1000,Hybrid,Automatic,417,67775
8002,Audi,A6,2025,95762,2500,Electric,Automatic,232,40512
8003,Tesla,Model S,2023,69802,2500,Petrol,Automatic,143,88801
8004,Tesla,Model S,2022,215011,1500,Electric,Automatic,193,77968
8005,Honda,CR-V,2022,162025,2200,Diesel,Manual,121,35798
8006,Nissan,Altima,2023,77170,3000,Diesel,Manual,398,38276
8007,Mercedes-Benz,C-Class,2024,51883,1800,Diesel,Manual,144,18648
8008,Kia,Rio,2017,235216,2000,Electric,Automatic,84,21558
8009,Tesla,Model S,2022,160280,1600,Hybrid,Manual,235,10164
8010,Honda,Accord,2020,7270,1000,Petrol,Manual,404,78542
8011,Kia,K5,2020,35146,1800,Hybrid,Manual,88,47706
8012,Honda,CR-V,2022,40061,1500,Hybrid,Manual,168,77095
8013,Honda,CR-V,2020,113539,3000,Hybrid,Automatic,97,25466
8014,Hyundai,Tucson,2023,147733,2500,Hybrid,Automatic,449,29909
8015,Ford,Focus,2019,129215,2200,Hybrid,Manual,203,50725
8016,Mercedes-Benz,E-Class,2022,236338,2500,Hybrid,Automatic,317,67294
8017,Audi,Q5,2024,44390,1000,Electric,Automatic,261,19485
8018,BMW,5 Series,2015,184029,2200,Petrol,Automatic,135,46607
8019,Mercedes-Benz,E-Class,2023,42732,2000,Electric,Automatic,209,19143
8020,Nissan,Rogue,2018,132385,1200,Electric,Manual,366,51239
8021,Mercedes-Benz,C-Class,2020,214796,2200,Electric,Automatic,447,70823
8022,Honda,Civic,2019,236748,1600,Petrol,Manual,228,39639
8023,Honda,CR-V,2021,157052,1500,Diesel,Automatic,86,65526
8024,Nissan,Sentra,2024,181893,1200,Hybrid,Manual,371,60926
8025,BMW,5 Series,2021,17423,2000,Petrol,Automatic,113,53572
8026,Mercedes-Benz,GLC,2018,75302,2200,Hybrid,Automatic,230,45544
8027,Kia,K5,2021,118364,1000,Diesel,Automatic,251,51824
8028,Honda,CR-V,2018,139687,1500,Petrol,Automatic,415,40941
8029,Mercedes-Benz,GLC,2018,46769,3000,Electric,Manual,191,79393
8030,Hyundai,Sonata,2018,177758,1200,Diesel,Manual,424,34129
8031,Audi,A6,2020,150518,2500,Diesel,Manual,108,45887
8032,Toyota,Corolla,2017,76775,1200,Diesel,Manual,196,27982
8033,Audi,A4,2015,89808,2200,Electric,Manual,428,18793
8034,Tesla,Model Y,2015,199034,1200,Petrol,Automatic,450,79414
8035,Kia,Rio,2020,157489,1500,Diesel,Manual,286,76121
8036,Honda,Civic,2018,183762,1500,Petrol,Automatic,367,38972
8037,Audi,A6,2023,127177,1500,Diesel,Manual,348,36443
8038,Kia,K5,2020,231410,2200,Petrol,Automatic,441,53473
8039,Hyundai,Sonata,2025,164395,2200,Petrol,Automatic,277,61983
8040,Ford,Fusion,2021,184929,1800,Diesel,Manual,347,22281
8041,Mercedes-Benz,GLC,2022,159585,1000,Diesel,Automatic,334,49279
8042,Nissan,Rogue,2020,137209,1800,Diesel,Automatic,367,56675
8043,Audi,A6,2024,88044,1800,Diesel,Automatic,259,43587
8044,Nissan,Altima,2021,207832,2500,Hybrid,Manual,130,29450
8045,BMW,5 Series,2025,48821,2000,Petrol,Automatic,408,16217
8046,Tesla,Model 3,2016,78820,1500,Petrol,Manual,268,28366
8047,Mercedes-Benz,C-Class,2016,168598,1200,Electric,Automatic,188,39798
8048,Honda,CR-V,2018,183137,1800,Petrol,Manual,380,88836
8049,Hyundai,Sonata,2017,127091,1800,Petrol,Manual,262,49124
8050,Tesla,Model 3,2022,64926,3000,Petrol,Manual,437,27563
8051,Audi,Q5,2021,217589,3000,Petrol,Manual,241,74909
8052,Toyota,Camry,2024,152450,2500,Diesel,Automatic,243,13532
8053,Hyundai,Tucson,2017,124624,1000,Hybrid,Automatic,145,46126
8054,Toyota,Camry,2020,19543,3000,Diesel,Manual,207,31798
8055,Toyota,Corolla,2016,144841,1200,Petrol,Manual,380,54566
8056,Kia,Sportage,2021,168698,1800,Petrol,Manual,142,18382
8057,Ford,Escape,2022,186371,2000,Electric,Automatic,413,55959
8058,Honda,Accord,2021,121131,2500,Diesel,Manual,286,74039
8059,Honda,Accord,2025,25763,1600,Electric,Automatic,297,70613
8060,Ford,Fusion,2021,87472,2000,Electric,Manual,416,29435
8061,Kia,K5,2019,40727,2200,Hybrid,Manual,205,25726
8062,Honda,Accord,2020,29612,2000,Electric,Manual,200,45617
8063,Nissan,Rogue,2020,21063,2000,Diesel,Automatic,284,66300
8064,Tesla,Model 3,2018,245228,2000,Hybrid,Manual,144,74687
8065,BMW,X3,2018,108143,1200,Electric,Automatic,237,85663
8066,Audi,A6,2017,10064,2000,Diesel,Automatic,75,60988
8067,Toyota,RAV4,2015,11924,1600,Petrol,Automatic,441,44402
8068,Ford,Fusion,2020,67663,1500,Petrol,Manual,211,17868
8069,BMW,X3,2019,102617,2500,Petrol,Manual,146,19241
8070,Tesla,Model 3,2021,118515,2500,Hybrid,Automatic,261,65710
8071,Honda,Accord,2025,162426,1200,Electric,Automatic,110,61520
8072,Hyundai,Elantra,2015,33479,1800,Hybrid,Automatic,119,21087
8073,BMW,5 Series,2025,17111,2000,Petrol,Manual,429,46418
8074,Audi,A4,2024,134403,1200,Petrol,Manual,381,19593
8075,Audi,A4,2024,39726,1500,Petrol,Manual,137,41102
8076,Honda,Accord,2020,54364,1800,Hybrid,Manual,203,40571
8077,Hyundai,Tucson,2025,163197,2500,Diesel,Manual,253,18183
8078,Nissan,Rogue,2019,89007,1200,Diesel,Automatic,387,12656
8079,Tesla,Model S,2024,166208,2000,Hybrid,Automatic,412,82587
8080,Mercedes-Benz,C-Class,2023,118065,1500,Hybrid,Automatic,168,60503
8081,Kia,K5,2021,60098,2000,Diesel,Manual,317,15695
8082,Tesla,Model Y,2025,33997,3000,Diesel,Automatic,431,86955
8083,Kia,Sportage,2018,244881,1800,Diesel,Automatic,267,10880
8084,Hyundai,Sonata,2023,242518,2500,Hybrid,Automatic,434,37670
8085,Honda,Civic,2025,158059,1000,Diesel,Manual,265,82459
8086,Hyundai,Elantra,2015,237783,1500,Hybrid,Manual,371,85434
8087,Honda,Accord,2015,19530,2000,Diesel,Automatic,341,75207
8088,Nissan,Sentra,2019,40277,1200,Hybrid,Automatic,186,81231
8089,Nissan,Rogue,2016,47784,2500,Electric,Automatic,350,70511
8090,Audi,Q5,2019,40749,1200,Electric,Automatic,432,28411
8091,Mercedes-Benz,C-Class,2016,45464,3000,Hybrid,Automatic,356,20927
8092,Hyundai,Tucson,2018,185711,1600,Diesel,Manual,220,38180
8093,Mercedes-Benz,GLC,2021,102866,1600,Hybrid,Manual,364,13548
8094,Audi,A6,2018,31830,1600,Petrol,Automatic,85,70937
8095,Mercedes-Benz,E-Class,2022,206934,1200,Electric,Automatic,332,49290
8096,Audi,A6,2021,124168,1500,Electric,Automatic,254,18936
8097,Ford,Escape,2016,134551,1500,Diesel,Manual,137,63574
8098,Ford,Escape,2015,192901,3000,Hybrid,Manual,194,47541
8099,Mercedes-Benz,C-Class,2016,41132,2200,Petrol,Automatic,324,31749
8100,Honda,Accord,2017,223962,2000,Hybrid,Automatic,107,75580
8101,Nissan,Rogue,2023,147531,1800,Electric,Manual,356,50871
8102,Honda,Accord,2023,172974,1500,Petrol,Manual,180,32363
8103,BMW,X3,2018,236114,2500,Diesel,Automatic,121,49489
8104,Kia,K5,2018,26168,3000,Petrol,Automatic,184,72247
8105,Mercedes-Benz,GLC,2016,93775,1000,Electric,Manual,402,61847
8106,Kia,K5,2020,239735,3000,Hybrid,Manual,288,86629
8107,Ford,Escape,2021,38160,1200,Petrol,Automatic,100,73432
8108,Kia,Sportage,2023,118589,1500,Electric,Manual,414,83917
8109,Audi,A4,2017,21211,2500,Petrol,Automatic,78,63478
8110,Hyundai,Sonata,2023,134131,1500,Diesel,Manual,285,74018
8111,Kia,K5,2019,167216,2500,Petrol,Manual,427,30280
8112,Toyota,RAV4,2021,28082,1600,Petrol,Manual,123,57982
8113,Kia,Sportage,2016,15439,2500,Electric,Automatic,372,20159
8114,Mercedes-Benz,C-Class,2023,189974,2200,Petrol,Automatic,90,27282
8115,Nissan,Rogue,2025,183662,1500,Hybrid,Automatic,318,43586
8116,Kia,Rio,2018,249931,1000,Hybrid,Manual,271,22972
8117,Toyota,Camry,2023,85527,2000,Hybrid,Manual,210,31548
8118,Mercedes-Benz,GLC,2016,87655,1600,Petrol,Manual,191,12892
8119,Honda,CR-V,2017,163151,2000,Hybrid,Automatic,95,88248
8120,Mercedes-Benz,C-Class,2024,59341,1600,Diesel,Manual,183,75329
8121,Kia,Rio,2019,186881,1500,Petrol,Automatic,380,13368
8122,Ford,Fusion,2015,209644,1000,Electric,Manual,256,48907
8123,Nissan,Rogue,2024,15005,2500,Petrol,Automatic,108,89647
8124,Tesla,Model S,2018,64549,1600,Diesel,Automatic,190,10494
8125,Honda,CR-V,2023,153864,1600,Hybrid,Automatic,244,36209
8126,BMW,5 Series,2023,47789,1600,Diesel,Manual,397,79553
8127,Toyota,Corolla,2016,112535,1600,Hybrid,Automatic,427,63034
8128,BMW,3 Series,2016,134203,1500,Petrol,Automatic,71,24951
8129,Kia,Sportage,2017,207090,1000,Petrol,Manual,131,11432
8130,Ford,Focus,2025,87883,1800,Hybrid,Manual,258,17524
8131,Tesla,Model 3,2024,26042,2000,Hybrid,Manual,383,45255
8132,Honda,CR-V,2023,168000,2000,Diesel,Manual,437,41779
8133,Mercedes-Benz,C-Class,2015,29155,2500,Hybrid,Automatic,184,49510
8134,Tesla,Model 3,2025,171034,3000,Electric,Manual,125,56599
8135,Audi,A4,2018,174498,1200,Electric,Automatic,373,84339
8136,Audi,A4,2023,118551,2000,Diesel,Manual,97,73313
8137,Hyundai,Sonata,2019,156137,1800,Diesel,Automatic,92,40870
8138,Kia,Rio,2015,159034,1800,Petrol,Automatic,128,89286
8139,Ford,Escape,2016,82750,2200,Petrol,Manual,381,20916
8140,BMW,3 Series,2018,200482,1200,Hybrid,Manual,334,45234
8141,Audi,A4,2018,152391,1600,Diesel,Automatic,213,41969
8142,Tesla,Model Y,2019,239298,2000,Hybrid,Manual,93,75271
8143,Kia,Rio,2025,201051,1600,Petrol,Automatic,268,46360
8144,Kia,Rio,2016,215088,3000,Diesel,Automatic,282,45514
8145,Tesla,Model 3,2018,204350,2000,Diesel,Manual,407,50663
8146,Hyundai,Sonata,2020,242702,2200,Diesel,Automatic,413,52246
8147,Hyundai,Elantra,2023,174905,1600,Petrol,Automatic,353,54561
8148,Hyundai,Sonata,2019,94852,1500,Petrol,Automatic,328,88204
8149,Nissan,Altima,2015,19126,3000,Electric,Manual,402,82679
8150,Kia,K5,2020,49236,2000,Electric,Automatic,168,21101
8151,Honda,CR-V,2015,150112,1600,Electric,Automatic,171,58261
8152,Kia,Sportage,2023,124675,2500,Diesel,Automatic,310,58720
8153,BMW,X3,2019,51623,1200,Petrol,Automatic,204,82078
8154,Nissan,Rogue,2022,148479,1500,Hybrid,Automatic,378,74377
8155,Kia,K5,2022,169431,2500,Hybrid,Manual,433,84061
8156,Hyundai,Tucson,2025,89919,1600,Hybrid,Automatic,118,11365
8157,Tesla,Model Y,2015,226606,1800,Diesel,Manual,236,72566
8158,Hyundai,Sonata,2021,61585,1600,Electric,Automatic,131,16192
8159,Tesla,Model 3,2018,191438,2200,Petrol,Manual,216,54687
8160,Honda,Civic,2016,165698,1200,Diesel,Automatic,161,14407
8161,Honda,Accord,2020,158241,1200,Diesel,Manual,148,12444
8162,Nissan,Altima,2024,26239,1600,Electric,Manual,195,47657
8163,Audi,Q5,2015,204367,2500,Hybrid,Automatic,399,37050
8164,Mercedes-Benz,C-Class,2015,220473,3000,Petrol,Automatic,200,75320
8165,Mercedes-Benz,GLC,2022,154658,1600,Hybrid,Automatic,287,10795
8166,Hyundai,Sonata,2024,216321,2000,Diesel,Automatic,177,37207
8167,BMW,X3,2024,154098,1600,Hybrid,Manual,315,11610
8168,Honda,Accord,2017,99943,1600,Petrol,Manual,88,51378
8169,Honda,Accord,2023,174104,1500,Petrol,Manual,361,73507
8170,Hyundai,Tucson,2018,52142,1800,Diesel,Manual,238,60078
8171,Tesla,Model S,2018,32368,1200,Electric,Manual,335,38163
8172,Mercedes-Benz,E-Class,2025,37592,2000,Diesel,Manual,316,63226
8173,Mercedes-Benz,GLC,2024,177529,1600,Electric,Automatic,154,12362
8174,Nissan,Sentra,2024,126005,2000,Hybrid,Automatic,146,43606
8175,Nissan,Sentra,2015,168515,1200,Diesel,Automatic,87,23886
8176,Toyota,Corolla,2018,81012,1200,Hybrid,Manual,306,81042
8177,Toyota,Camry,2015,88997,3000,Electric,Manual,351,54206
8178,Toyota,Camry,2020,69047,1000,Petrol,Automatic,429,48154
8179,Audi,Q5,2023,220505,2000,Hybrid,Automatic,237,73582
8180,Nissan,Altima,2024,90957,2500,Petrol,Manual,296,10879
8181,Hyundai,Elantra,2018,129602,1200,Petrol,Manual,199,46243
8182,Hyundai,Elantra,2016,183398,1600,Diesel,Manual,368,21280
8183,BMW,5 Series,2019,191804,1500,Hybrid,Automatic,226,39252
8184,Nissan,Sentra,2019,37410,1000,Petrol,Manual,358,71542
8185,BMW,3 Series,2023,32000,2500,Petrol,Automatic,125,64942
8186,Kia,K5,2020,179023,2200,Petrol,Manual,233,84792
8187,Hyundai,Sonata,2021,191128,2200,Petrol,Automatic,423,15996
8188,Ford,Fusion,2017,29159,1600,Electric,Manual,414,57497
8189,Hyundai,Elantra,2025,245303,2200,Diesel,Manual,180,80034
8190,Nissan,Sentra,2025,198330,2200,Diesel,Automatic,131,62553
8191,Toyota,Corolla,2016,143483,1000,Diesel,Automatic,204,81075
8192,Mercedes-Benz,GLC,2021,95567,1800,Hybrid,Manual,433,48241
8193,Ford,Focus,2023,102830,2500,Hybrid,Manual,187,28257
8194,BMW,5 Series,2024,133478,1200,Diesel,Automatic,92,48234
8195,Hyundai,Tucson,2022,223029,1000,Diesel,Manual,131,14990
8196,Ford,Escape,2023,236192,2000,Diesel,Manual,279,28721
8197,Audi,A6,2025,98982,2000,Electric,Automatic,348,71362
8198,Kia,K5,2023,10734,3000,Electric,Manual,228,89456
8199,BMW,5 Series,2017,59538,1200,Electric,Manual,76,72373
8200,BMW,X3,2017,7885,2200,Diesel,Manual,169,39918
8201,Mercedes-Benz,GLC,2020,32453,2500,Hybrid,Manual,98,57548
8202,Mercedes-Benz,GLC,2023,56021,2000,Petrol,Manual,351,29823
8203,Audi,A6,2018,121332,2000,Petrol,Manual,309,51066
8204,Mercedes-Benz,C-Class,2017,162537,2200,Petrol,Automatic,153,56271
8205,Hyundai,Tucson,2022,148229,2000,Diesel,Automatic,118,16545
8206,Tesla,Model S,2021,24412,2000,Hybrid,Automatic,403,82289
8207,Ford,Escape,2022,198584,1800,Petrol,Automatic,181,24417
8208,Kia,Rio,2017,96356,1500,Petrol,Automatic,225,25168
8209,Toyota,Corolla,2025,228702,1500,Electric,Automatic,424,12554
8210,Ford,Fusion,2017,102581,1000,Hybrid,Manual,363,31961
8211,Mercedes-Benz,C-Class,2022,153498,1200,Electric,Automatic,336,31002
8212,Toyota,RAV4,2017,51902,2500,Electric,Automatic,172,88498
8213,Mercedes-Benz,GLC,2024,145049,2200,Petrol,Manual,269,49352
8214,Audi,A4,2024,240031,2000,Electric,Manual,269,41071
8215,BMW,X3,2023,181120,1800,Petrol,Manual,436,14991
8216,Ford,Fusion,2016,232321,2000,Electric,Automatic,409,17097
8217,Mercedes-Benz,C-Class,2019,125281,2000,Hybrid,Automatic,109,67721
8218,Audi,A6,2024,166932,1800,Petrol,Automatic,255,24294
8219,Audi,A4,2018,113028,2000,Electric,Manual,73,54644
8220,Ford,Fusion,2023,204682,1200,Hybrid,Manual,76,31030
8221,Mercedes-Benz,C-Class,2016,198431,2500,Diesel,Manual,233,50799
8222,Toyota,Corolla,2015,62182,1600,Hybrid,Automatic,197,70027
8223,Toyota,Corolla,2019,216621,1200,Diesel,Automatic,368,49243
8224,Hyundai,Sonata,2018,233009,1800,Electric,Automatic,224,20258
8225,Mercedes-Benz,C-Class,2023,87230,1500,Hybrid,Automatic,363,49874
8226,Toyota,Camry,2018,96627,2500,Electric,Automatic,263,29134
8227,Audi,Q5,2023,169704,1000,Petrol,Automatic,142,79836
8228,Audi,A6,2019,62333,1500,Electric,Automatic,409,23607
8229,Audi,A6,2024,82482,2200,Electric,Manual,298,84391
8230,Hyundai,Sonata,2015,239869,2000,Diesel,Automatic,265,54672
8231,Tesla,Model Y,2019,222042,2500,Electric,Manual,363,18273
8232,Nissan,Sentra,2016,99053,1200,Petrol,Automatic,351,66408
8233,Ford,Escape,2024,206214,3000,Diesel,Manual,76,35997
8234,BMW,3 Series,2024,51632,1200,Diesel,Manual,137,44964
8235,Tesla,Model Y,2015,112939,2500,Petrol,Manual,223,79623
8236,Kia,K5,2017,101812,2500,Petrol,Automatic,198,62023
8237,Nissan,Sentra,2018,49930,1500,Petrol,Automatic,193,76995
8238,Honda,Accord,2016,98890,1800,Diesel,Manual,321,87412
8239,Hyundai,Elantra,2023,238068,2200,Diesel,Automatic,392,77753
8240,Honda,Civic,2016,58232,2000,Hybrid,Automatic,411,63779
8241,Toyota,Camry,2017,160163,1800,Electric,Automatic,394,64099
8242,Toyota,RAV4,2023,198092,1000,Electric,Manual,230,67007
8243,Toyota,Corolla,2018,246636,3000,Hybrid,Manual,83,56871
8244,BMW,5 Series,2016,45447,2500,Petrol,Automatic,405,60849
8245,Hyundai,Sonata,2015,51863,1500,Diesel,Automatic,343,53716
8246,Tesla,Model Y,2020,23373,3000,Electric,Automatic,373,22065
8247,Toyota,Corolla,2015,26788,1600,Petrol,Manual,251,46524
8248,Tesla,Model 3,2016,240464,2000,Petrol,Automatic,436,21919
8249,Hyundai,Elantra,2017,91484,2500,Diesel,Manual,148,69811
8250,Kia,Sportage,2019,78817,1200,Diesel,Manual,284,29457
8251,Nissan,Rogue,2022,192245,1500,Electric,Manual,164,31515
8252,Honda,Accord,2024,101377,2500,Petrol,Automatic,334,56872
8253,Mercedes-Benz,C-Class,2016,165926,2200,Diesel,Manual,165,47660
8254,Nissan,Rogue,2017,134824,1800,Hybrid,Manual,287,19268
8255,Ford,Fusion,2020,166982,2500,Hybrid,Manual,268,26830
8256,Tesla,Model S,2017,13946,1600,Diesel,Automatic,411,56911
8257,BMW,5 Series,2023,29618,1600,Electric,Manual,437,64663
8258,Audi,A4,2020,162892,1500,Electric,Manual,100,13625
8259,Mercedes-Benz,E-Class,2020,155726,2000,Hybrid,Manual,231,40487
8260,Kia,Sportage,2019,237953,1600,Electric,Manual,284,28779
8261,Mercedes-Benz,E-Class,2022,95235,2500,Hybrid,Manual,108,73965
8262,Mercedes-Benz,GLC,2022,184052,2200,Diesel,Manual,385,63504
8263,Mercedes-Benz,GLC,2021,56615,2200,Diesel,Automatic,219,32215
8264,Tesla,Model S,2021,174933,2500,Petrol,Manual,154,75992
8265,Hyundai,Tucson,2020,181239,2200,Diesel,Manual,150,73459
8266,Audi,A4,2017,217112,3000,Electric,Manual,271,55594
8267,Tesla,Model S,2021,239429,2200,Hybrid,Manual,341,67365
8268,Mercedes-Benz,GLC,2023,57278,2000,Electric,Automatic,394,24428
8269,Honda,Accord,2018,189113,1000,Hybrid,Automatic,299,49011
8270,Hyundai,Tucson,2024,159161,1600,Diesel,Automatic,264,12993
8271,Mercedes-Benz,GLC,2019,83542,1800,Petrol,Manual,429,31944
8272,Audi,Q5,2015,88745,1200,Petrol,Automatic,113,11557
8273,Honda,Accord,2023,57563,3000,Petrol,Manual,191,50147
8274,Ford,Fusion,2015,187380,2500,Electric,Automatic,424,44079
8275,Tesla,Model S,2020,128554,2000,Petrol,Manual,197,49622
8276,BMW,5 Series,2018,177753,2000,Petrol,Automatic,270,27685
8277,Ford,Focus,2024,143602,1200,Petrol,Manual,447,10190
8278,BMW,X3,2015,203312,3000,Petrol,Manual,202,59420
8279,BMW,3 Series,2025,152877,1000,Petrol,Automatic,248,77325
8280,Honda,Civic,2020,248283,1500,Electric,Manual,207,13411
8281,Nissan,Sentra,2017,90944,3000,Petrol,Manual,86,19866
8282,Audi,A6,2022,77426,1500,Electric,Manual,83,38733
8283,Audi,Q5,2022,12283,1800,Hybrid,Manual,128,62579
8284,Honda,Accord,2019,134564,3000,Electric,Manual,171,33963
8285,Hyundai,Tucson,2020,207682,3000,Electric,Automatic,392,21616
8286,Honda,Civic,2023,181477,2000,Hybrid,Automatic,249,22528
8287,Mercedes-Benz,GLC,2023,32385,2000,Electric,Manual,83,47933
8288,BMW,5 Series,2019,144333,1500,Petrol,Manual,213,47158
8289,Tesla,Model S,2019,84341,1500,Hybrid,Manual,321,53046
8290,Honda,CR-V,2015,110126,1600,Petrol,Automatic,381,15373
8291,Kia,Sportage,2020,145622,1000,Electric,Manual,192,43270
8292,Nissan,Rogue,2020,12088,1000,Diesel,Manual,449,19859
8293,Audi,A4,2015,181749,1200,Electric,Automatic,338,61592
8294,Toyota,Camry,2017,190861,3000,Diesel,Manual,429,23341
8295,Audi,A6,2015,194493,1200,Electric,Automatic,371,77649
8296,Toyota,Corolla,2021,133374,2000,Electric,Automatic,279,53438
8297,Nissan,Altima,2025,142201,3000,Electric,Automatic,300,45063
8298,Toyota,RAV4,2016,141110,1800,Hybrid,Automatic,382,65339
8299,Toyota,Camry,2017,36049,3000,Hybrid,Manual,78,17875
8300,Mercedes-Benz,E-Class,2021,159326,3000,Petrol,Automatic,377,16205
8301,Ford,Focus,2019,196820,1200,Hybrid,Manual,182,52938
8302,Ford,Focus,2018,71935,2500,Hybrid,Automatic,194,73406
8303,Kia,K5,2016,106688,1500,Hybrid,Automatic,148,25870
8304,Ford,Focus,2022,77663,1500,Diesel,Automatic,357,10707
8305,Toyota,Camry,2022,64947,1500,Hybrid,Automatic,261,18662
8306,Nissan,Sentra,2020,216894,1000,Electric,Automatic,336,51370
8307,Kia,Rio,2017,66264,3000,Diesel,Manual,339,50412
8308,Mercedes-Benz,GLC,2020,216872,1800,Petrol,Automatic,289,23778
8309,Tesla,Model S,2015,212821,3000,Electric,Automatic,388,72414
8310,Honda,Accord,2019,131475,2200,Electric,Automatic,372,81106
8311,Mercedes-Benz,GLC,2019,39864,2500,Hybrid,Manual,217,84895
8312,Ford,Fusion,2024,93512,1800,Hybrid,Automatic,119,61211
8313,Toyota,Camry,2019,5313,1600,Diesel,Automatic,76,85779
8314,Kia,Rio,2024,205484,1000,Hybrid,Manual,81,33863
8315,Mercedes-Benz,GLC,2020,90982,2200,Diesel,Manual,213,14145
8316,Hyundai,Tucson,2022,60368,1600,Petrol,Automatic,169,30339
8317,Tesla,Model S,2017,128450,2500,Diesel,Manual,350,68229
8318,Honda,Civic,2025,19122,1800,Petrol,Manual,129,63045
8319,Honda,Accord,2022,231628,1200,Electric,Automatic,231,66298
8320,Nissan,Altima,2023,150250,1500,Electric,Manual,449,74697
8321,Tesla,Model Y,2024,73638,2500,Diesel,Manual,139,22392
8322,Nissan,Altima,2019,7839,3000,Hybrid,Automatic,441,25352
8323,Honda,CR-V,2021,247948,2500,Petrol,Manual,191,51714
8324,Nissan,Rogue,2015,27475,2000,Electric,Manual,97,29844
